PERSON_ID,PERSON_TYPE,CRASH_DATE,CITY,ZIPCODE,SEX,AGE,AIRBAG_DEPLOYED,INJURY_CLASSIFICATION,HOSPITAL,DRIVER_ACTION,Hour,Day,WeekDay,Month
O1206253,2,10/16/2021 1:45,CHICAGO,60629,F,39,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,CHRIST HOSPITAL,DISREGARDED CONTROL DEVICES,1,16,5,10
O1206285,2,10/16/2021 4:00,CHICAGO,60629,F,37,DEPLOYMENT UNKNOWN,NO INDICATION OF INJURY,REFUSED,OTHER,4,16,5,10
O1206334,2,10/16/2021 8:10,CHICAGO,60617,M,31,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,SOUTHSHORE,UNKNOWN,8,16,5,10
O1206341,2,10/16/2021 8:41,CHICAGO,60632,M,33,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,UNKNOWN,8,16,5,10
O1206342,2,10/16/2021 8:41,CHICAGO,60632,M,36,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,8,16,5,10
O1206343,2,10/16/2021 8:41,CHICAGO,60632,M,46,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,8,16,5,10
O1206396,2,10/16/2021 9:30,CHICAGO,60632,M,22,NOT APPLICABLE,NO INDICATION OF INJURY,DNA,FAILED TO YIELD,9,16,5,10
O1206420,2,10/16/2021 9:50,CHICAGO,60637,F,21,"DEPLOYED, FRONT",INCAPACITATING INJURY,ST. BERNARD HOSPITAL,UNKNOWN,9,16,5,10
O1206386,2,10/16/2021 10:10,CHICAGO,60641,M,60,DID NOT DEPLOY,NO INDICATION OF INJURY,NO INJURY REPORTED,FOLLOWED TOO CLOSELY,10,16,5,10
O1206426,2,10/16/2021 10:14,CHICAGO,60629,M,20,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,FAILED TO YIELD,10,16,5,10
O1206427,2,10/16/2021 10:14,CHICAGO,60629,M,17,DID NOT DEPLOY,NO INDICATION OF INJURY,RERFUSED,NONE,10,16,5,10
O1207016,2,10/16/2021 10:30,CHICAGO,60625,M,48,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,10,16,5,10
O1206459,2,10/16/2021 12:10,CHICAGO,60611,M,65,DID NOT DEPLOY,NO INDICATION OF INJURY,DECLINED,FAILED TO YIELD,12,16,5,10
O1206465,2,10/16/2021 12:32,CHICAGO,60643,M,74,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,FAILED TO YIELD,12,16,5,10
O1206466,2,10/16/2021 12:32,CHICAGO,60643,M,25,"DEPLOYED, SIDE",NO INDICATION OF INJURY,REFUSED,NONE,12,16,5,10
O1206463,2,10/16/2021 12:36,CHICAGO,60651,M,24,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,12,16,5,10
O1207072,2,10/16/2021 13:30,CHICAGO,60629,M,36,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,MT SINAI,TOO FAST FOR CONDITIONS,13,16,5,10
O1206527,2,10/16/2021 13:45,CHICAGO,60646,M,26,NOT APPLICABLE,NO INDICATION OF INJURY,DECLINED EMS,NONE,13,16,5,10
O1206532,2,10/16/2021 14:00,CHICAGO,60659,M,87,"DEPLOYED, COMBINATION","REPORTED, NOT EVIDENT",RESURRECTION,UNKNOWN,14,16,5,10
O1206652,2,10/16/2021 14:08,CHICAGO,60639,M,47,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED EMS,FOLLOWED TOO CLOSELY,14,16,5,10
O1206653,2,10/16/2021 14:08,CHICAGO,60651,F,74,DID NOT DEPLOY,"REPORTED, NOT EVIDENT",WEST SUBURBAN,NONE,14,16,5,10
O1206654,2,10/16/2021 14:08,CHICAGO,60623,M,25,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED EMS,NONE,14,16,5,10
O1206631,2,10/16/2021 14:30,CHICAGO,60609,F,18,NOT APPLICABLE,NONINCAPACITATING INJURY,HOLYCROSS,NONE,14,16,5,10
O1206551,2,10/16/2021 14:40,CHICAGO,60634,M,41,"DEPLOYED, COMBINATION",NO INDICATION OF INJURY,REFUSED,NONE,14,16,5,10
O1206552,2,10/16/2021 14:40,CHICAGO,60641,F,29,NOT APPLICABLE,"REPORTED, NOT EVIDENT",REFUSED,NONE,14,16,5,10
O1206628,2,10/16/2021 15:20,CHICAGO,60620,M,50,DID NOT DEPLOY,"REPORTED, NOT EVIDENT",ST. BERNARD HOSPITAL,IMPROPER LANE CHANGE,15,16,5,10
O1206629,2,10/16/2021 15:20,CHICAGO,60620,F,80,DID NOT DEPLOY,"REPORTED, NOT EVIDENT",ST. BERNARD HOSPITAL,NONE,15,16,5,10
O1206598,2,10/16/2021 15:23,CHICAGO,60644,M,72,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,IMPROPER TURN,15,16,5,10
O1206599,2,10/16/2021 15:23,CHICAGO,60623,F,37,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,15,16,5,10
O1206684,2,10/16/2021 15:47,CHICAGO,60636,M,33,"DEPLOYED, COMBINATION",NO INDICATION OF INJURY,REFUSED,FOLLOWED TOO CLOSELY,15,16,5,10
O1206650,2,10/16/2021 16:00,CHICAGO,60623,F,28,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED MED ATTN,IMPROPER BACKING,16,16,5,10
O1206633,2,10/16/2021 16:20,CHICAGO,60608,M,26,NOT APPLICABLE,INCAPACITATING INJURY,STROGER,NONE,16,16,5,10
O1207210,2,10/16/2021 17:05,CHICAGO,60624,F,40,DID NOT DEPLOY,NO INDICATION OF INJURY,NONE,IMPROPER PARKING,17,16,5,10
O1206680,2,10/16/2021 17:20,CHICAGO,60626,M,22,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,OTHER,17,16,5,10
O1206681,2,10/16/2021 17:20,CHICAGO,60634,M,72,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,17,16,5,10
O1206708,2,10/16/2021 17:44,CHICAGO,60656,F,19,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,17,16,5,10
O1207043,2,10/16/2021 17:46,CHICAGO,60637,F,37,DID NOT DEPLOY,NONINCAPACITATING INJURY,PROVIDENT,OTHER,17,16,5,10
O1206783,2,10/16/2021 18:30,CHICAGO,60659,M,56,NOT APPLICABLE,"REPORTED, NOT EVIDENT",WEISS,UNKNOWN,18,16,5,10
O1206748,2,10/16/2021 18:40,CHICAGO,60617,F,52,"DEPLOYED, COMBINATION","REPORTED, NOT EVIDENT",DECLINED,NONE,18,16,5,10
O1206792,2,10/16/2021 19:52,CHICAGO,60624,F,24,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,19,16,5,10
O1206852,2,10/16/2021 23:08,CHICAGO,60639,M,46,DID NOT DEPLOY,NO INDICATION OF INJURY,DECLINED,FOLLOWED TOO CLOSELY,23,16,5,10
O1206916,2,10/16/2021 23:52,CHICAGO,60619,F,19,DID NOT DEPLOY,INCAPACITATING INJURY,UNIVERSITY OF CHICAGO,OTHER,23,16,5,10
O1206902,2,10/17/2021 0:01,CHICAGO,60643,M,29,DID NOT DEPLOY,NONINCAPACITATING INJURY,CHRIST ADVOCATE HOSPITAL,NONE,0,17,6,10
O1206909,2,10/17/2021 1:19,CHICAGO,60626,M,23,DID NOT DEPLOY,NO INDICATION OF INJURY,NONE,NONE,1,17,6,10
O1206928,2,10/17/2021 2:30,CHICAGO,60827,M,37,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,IMPROPER BACKING,2,17,6,10
O1206978,2,10/17/2021 4:27,CHICAGO,60643,M,38,"DEPLOYED, COMBINATION","REPORTED, NOT EVIDENT",CHRIST,UNKNOWN,4,17,6,10
O1207009,2,10/17/2021 5:39,CHICAGO,60640,M,37,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,5,17,6,10
O1207010,2,10/17/2021 5:39,CHICAGO,60625,M,26,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,5,17,6,10
O1208410,2,10/17/2021 7:00,CHICAGO,60631,M,17,NOT APPLICABLE,NO INDICATION OF INJURY,DNA,UNKNOWN,7,17,6,10
O1207086,2,10/17/2021 8:43,CHICAGO,60638,M,57,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,NORWEGIAN,NONE,8,17,6,10
O1207068,2,10/17/2021 9:05,CHICAGO,60619,F,26,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,DNA,FAILED TO YIELD,9,17,6,10
O1207439,2,10/17/2021 10:00,CHICAGO,60647,M,16,NOT APPLICABLE,NONINCAPACITATING INJURY,MT SINAI,UNKNOWN,10,17,6,10
O1207171,2,10/17/2021 11:20,CHICAGO,60634,F,39,"DEPLOYED, SIDE",NONINCAPACITATING INJURY,RESURRECTION,FAILED TO YIELD,11,17,6,10
O1207149,2,10/17/2021 13:10,CHICAGO,60634,F,50,DID NOT DEPLOY,NO INDICATION OF INJURY,NO INJURY REPORTED,FOLLOWED TOO CLOSELY,13,17,6,10
O1207193,2,10/17/2021 13:20,CHICAGO,60649,M,21,DID NOT DEPLOY,NONINCAPACITATING INJURY,ROSELAND,OTHER,13,17,6,10
O1207168,2,10/17/2021 13:30,CHICAGO,60605,M,72,DID NOT DEPLOY,NO INDICATION OF INJURY,NONE,IMPROPER LANE CHANGE,13,17,6,10
O1207926,2,10/17/2021 13:50,CHICAGO,60624,F,26,NOT APPLICABLE,"REPORTED, NOT EVIDENT",SELF TRANSPORT,UNKNOWN,13,17,6,10
O1233571,2,10/17/2021 15:10,CHICAGO,60629,M,44,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,FAILED TO YIELD,15,17,6,10
O1233572,2,10/17/2021 15:10,CHICAGO,60632,F,45,DID NOT DEPLOY,NONINCAPACITATING INJURY,ST. ANTHONY,NONE,15,17,6,10
O1207330,2,10/17/2021 15:45,CHICAGO,60653,M,37,DID NOT DEPLOY,NO INDICATION OF INJURY,NONE,NONE,15,17,6,10
O1207238,2,10/17/2021 15:48,CHICAGO,60617,M,28,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,15,17,6,10
O1207691,2,10/17/2021 16:10,CHICAGO,60605,F,53,DID NOT DEPLOY,NO INDICATION OF INJURY,NONE,NONE,16,17,6,10
O1207287,2,10/17/2021 16:35,CHICAGO,60609,M,33,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,REFUSED,NONE,16,17,6,10
O1219691,2,10/17/2021 17:05,CHICAGO,60639,M,57,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,ST. MARY'S HOSPITAL,DISREGARDED CONTROL DEVICES,17,17,6,10
O1207284,2,10/17/2021 17:30,CHICAGO,60623,M,28,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,17,17,6,10
O1225294,2,10/17/2021 18:00,CHICAGO,60638,M,34,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,COMMUNITY FIRST HOSPITAL,NONE,18,17,6,10
O1207350,2,10/17/2021 19:03,CHICAGO,60642,F,63,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,UNKNOWN,19,17,6,10
O1207351,2,10/17/2021 19:03,CHICAGO,60651,F,29,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,UNKNOWN,19,17,6,10
O1207379,2,10/17/2021 19:53,CHICAGO,60630,F,25,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,NORTHWESTERN HOSPITAL,CELL PHONE USE OTHER THAN TEXTING,19,17,6,10
O1207405,2,10/17/2021 20:13,CHICAGO,60624,M,63,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,STROGER,UNKNOWN,20,17,6,10
O1207408,2,10/17/2021 21:08,CHICAGO,60641,F,38,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,SWEDISH HOSPITAL,NONE,21,17,6,10
O1207669,2,10/18/2021 0:01,CHICAGO,60651,M,33,DEPLOYMENT UNKNOWN,NO INDICATION OF INJURY,DNA,NONE,0,18,0,10
O1207475,2,10/18/2021 2:16,CHICAGO,60649,M,34,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,2,18,0,10
O1208059,2,10/18/2021 6:20,CHICAGO,60637,F,68,DID NOT DEPLOY,NO INDICATION OF INJURY,NONE,NONE,6,18,0,10
O1207495,2,10/18/2021 7:22,CHICAGO,60617,F,57,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,7,18,0,10
O1207529,2,10/18/2021 7:30,CHICAGO,60630,M,37,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,OTHER,7,18,0,10
O1207636,2,10/18/2021 7:45,CHICAGO,60609,M,33,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,IMPROPER LANE CHANGE,7,18,0,10
O1207652,2,10/18/2021 8:00,CHICAGO,60624,M,33,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,REFUSED,OTHER,8,18,0,10
O1207546,2,10/18/2021 8:04,CHICAGO,60608,M,77,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,IMPROPER LANE CHANGE,8,18,0,10
O1207547,2,10/18/2021 8:04,CHICAGO,60629,M,47,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,8,18,0,10
O1207580,2,10/18/2021 8:53,CHICAGO,60630,M,34,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,8,18,0,10
O1207596,2,10/18/2021 9:02,CHICAGO,60639,M,53,NOT APPLICABLE,"REPORTED, NOT EVIDENT",COMMUNITY FIRST,IMPROPER LANE CHANGE,9,18,0,10
O1207582,2,10/18/2021 9:04,CHICAGO,60630,F,66,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,OTHER,9,18,0,10
O1207621,2,10/18/2021 10:25,CHICAGO,60620,M,44,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,FAILED TO YIELD,10,18,0,10
O1207622,2,10/18/2021 10:25,CHICAGO,60624,M,55,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,10,18,0,10
O1208253,2,10/18/2021 11:20,CHICAGO,60624,M,61,DID NOT DEPLOY,NO INDICATION OF INJURY,NONE,IMPROPER LANE CHANGE,11,18,0,10
O1208254,2,10/18/2021 11:20,CHICAGO,60601,M,58,DID NOT DEPLOY,NO INDICATION OF INJURY,NONE,NONE,11,18,0,10
O1207670,2,10/18/2021 11:42,CHICAGO,60621,M,51,DID NOT DEPLOY,NO INDICATION OF INJURY,DECLINED,IMPROPER PASSING,11,18,0,10
O1207709,2,10/18/2021 12:15,CHICAGO,60621,M,71,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED EMS,OTHER,12,18,0,10
O1207716,2,10/18/2021 13:00,CHICAGO,60626,M,39,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,OTHER,13,18,0,10
O1207788,2,10/18/2021 13:25,CHICAGO,60632,F,32,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,OTHER,13,18,0,10
O1207761,2,10/18/2021 14:00,CHICAGO,60647,F,70,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,14,18,0,10
O1207903,2,10/18/2021 14:11,CHICAGO,60619,M,66,NOT APPLICABLE,NONINCAPACITATING INJURY,ST. BERNARD HOSPITAL,NONE,14,18,0,10
O1207840,2,10/18/2021 14:30,CHICAGO,60634,M,45,"DEPLOYED, FRONT",NO INDICATION OF INJURY,REFUSED,FOLLOWED TOO CLOSELY,14,18,0,10
O1207841,2,10/18/2021 14:30,CHICAGO,60634,F,29,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,14,18,0,10
O1208028,2,10/18/2021 15:20,CHICAGO,60608,M,58,DID NOT DEPLOY,NO INDICATION OF INJURY,NONE,IMPROPER LANE CHANGE,15,18,0,10
O1208029,2,10/18/2021 15:20,CHICAGO,60632,M,45,DID NOT DEPLOY,NO INDICATION OF INJURY,NONE,NONE,15,18,0,10
O1208027,2,10/18/2021 15:40,CHICAGO,60647,F,36,DID NOT DEPLOY,NO INDICATION OF INJURY,HUMBOLDT PARK HEALTH,NONE,15,18,0,10
O1207895,2,10/18/2021 15:50,CHICAGO,60643,F,73,DID NOT DEPLOY,NONINCAPACITATING INJURY,ROSELAND COMMUNITY HOSPITAL,OTHER,15,18,0,10
O1207983,2,10/18/2021 16:13,CHICAGO,60406,F,49,"DEPLOYED OTHER (KNEE, AIR, BELT, ETC.)",INCAPACITATING INJURY,TRINITY HOS,NONE,16,18,0,10
O1208142,2,10/18/2021 17:05,CHICAGO,60608,M,50,DID NOT DEPLOY,NO INDICATION OF INJURY,NONE,IMPROPER PASSING,17,18,0,10
O1207953,2,10/18/2021 17:15,CHICAGO,60629,M,64,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,17,18,0,10
O1208035,2,10/18/2021 17:52,CHICAGO,60615,F,34,DID NOT DEPLOY,NO INDICATION OF INJURY,DNA,OTHER,17,18,0,10
O1208103,2,10/18/2021 18:28,CHICAGO,60657,M,27,DID NOT DEPLOY,NO INDICATION OF INJURY,DNA,IMPROPER BACKING,18,18,0,10
O1208149,2,10/18/2021 20:00,CHICAGO,60632,F,53,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,DNA,FAILED TO YIELD,20,18,0,10
O1209952,2,10/18/2021 21:00,CHICAGO,60657,M,23,DID NOT DEPLOY,NONINCAPACITATING INJURY,RUSH HOSPITAL TRANSFERRED TO COOK COUNTY HOSPITAL,NONE,21,18,0,10
O1208200,2,10/18/2021 21:19,CHICAGO,60636,M,61,NOT APPLICABLE,NONINCAPACITATING INJURY,U OF C,UNKNOWN,21,18,0,10
O1208183,2,10/18/2021 21:28,CHICAGO,60623,M,23,NOT APPLICABLE,NO INDICATION OF INJURY,DECLINED,OTHER,21,18,0,10
O1208221,2,10/19/2021 2:18,CHICAGO,60643,F,20,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,U OF C,UNKNOWN,2,19,1,10
O1208218,2,10/19/2021 3:23,CHICAGO,60619,M,25,NOT APPLICABLE,NONINCAPACITATING INJURY,UNIVERSITY OF CHICAGO,UNKNOWN,3,19,1,10
O1208241,2,10/19/2021 5:50,CHICAGO,60618,M,26,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,5,19,1,10
O1208370,2,10/19/2021 7:20,CHICAGO,60639,M,31,NOT APPLICABLE,NO INDICATION OF INJURY,DNA,NONE,7,19,1,10
O1208326,2,10/19/2021 7:26,CHICAGO,60639,F,56,"DEPLOYED, FRONT","REPORTED, NOT EVIDENT",COMMUNITY FIRST,OTHER,7,19,1,10
O1208275,2,10/19/2021 8:03,CHICAGO,60628,M,37,NOT APPLICABLE,NO INDICATION OF INJURY,REUSED,OTHER,8,19,1,10
O1208462,2,10/19/2021 8:14,CHICAGO,60636,F,40,DID NOT DEPLOY,INCAPACITATING INJURY,UNIVERSITY OF CHICAGO,IMPROPER TURN,8,19,1,10
O1208463,2,10/19/2021 8:14,CHICAGO,60636,M,33,DID NOT DEPLOY,NONINCAPACITATING INJURY,UNIVERSITY OF CHICAGO,NONE,8,19,1,10
O1208358,2,10/19/2021 8:30,CHICAGO,60630,F,46,NOT APPLICABLE,NO INDICATION OF INJURY,99,OTHER,8,19,1,10
O1209197,2,10/19/2021 9:00,CHICAGO,60639,M,27,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,LORETTO,NONE,9,19,1,10
O1208375,2,10/19/2021 9:00,CHICAGO,60638,F,32,NOT APPLICABLE,"REPORTED, NOT EVIDENT",WEST SUB,UNKNOWN,9,19,1,10
O1209195,2,10/19/2021 9:00,CHICAGO,60639,F,36,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,MT SINAI,FAILED TO YIELD,9,19,1,10
O1208405,2,10/19/2021 9:14,CHICAGO,60659,F,33,DID NOT DEPLOY,NO INDICATION OF INJURY,EMS DECLINED ON SCENE,FAILED TO YIELD,9,19,1,10
O1208739,2,10/19/2021 9:20,CHICAGO,60605,F,56,DID NOT DEPLOY,NO INDICATION OF INJURY,NONE,IMPROPER PASSING,9,19,1,10
O1208501,2,10/19/2021 9:45,CHICAGO,60617,F,34,DID NOT DEPLOY,NONINCAPACITATING INJURY,TRINTY,OTHER,9,19,1,10
O1208430,2,10/19/2021 10:15,CHICAGO,60659,F,66,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,UNKNOWN,10,19,1,10
O1208431,2,10/19/2021 10:15,CHICAGO,60611,F,27,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,UNKNOWN,10,19,1,10
O1208445,2,10/19/2021 11:18,CHICAGO,60651,M,51,DID NOT DEPLOY,NO INDICATION OF INJURY,DNA,FAILED TO YIELD,11,19,1,10
O1208446,2,10/19/2021 11:18,CHICAGO,60659,M,22,DID NOT DEPLOY,NO INDICATION OF INJURY,DNA,NONE,11,19,1,10
O1208515,2,10/19/2021 12:26,CHICAGO,60643,F,37,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,FAILED TO YIELD,12,19,1,10
O1208516,2,10/19/2021 12:26,CHICAGO,60636,F,40,NOT APPLICABLE,NO INDICATION OF INJURY,REFUED,NONE,12,19,1,10
O1208551,2,10/19/2021 13:30,CHICAGO,60651,M,29,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,OTHER,13,19,1,10
O1208569,2,10/19/2021 13:42,CHICAGO,60624,F,23,DID NOT DEPLOY,"REPORTED, NOT EVIDENT",HUMBOLT PARK HEALTH / NORWEGIAN,NONE,13,19,1,10
O1208545,2,10/19/2021 14:00,CHICAGO,60645,F,45,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,14,19,1,10
O1208547,2,10/19/2021 14:00,CHICAGO,60660,F,67,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,FOLLOWED TOO CLOSELY,14,19,1,10
O1208832,2,10/19/2021 14:26,CHICAGO,60619,F,61,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,NORTHWESTERN MEMORIAL HOSPITAL,DISREGARDED CONTROL DEVICES,14,19,1,10
O1208833,2,10/19/2021 14:26,CHICAGO,60616,F,23,DID NOT DEPLOY,NONINCAPACITATING INJURY,UNIVERSITY OF CHICAGO HOSPITAL,OTHER,14,19,1,10
O1208834,2,10/19/2021 14:26,CHICAGO,60616,M,57,"DEPLOYED, SIDE",NONINCAPACITATING INJURY,UNIVERSITY OF CHICAGO,NONE,14,19,1,10
O1208631,2,10/19/2021 14:30,CHICAGO,60623,F,28,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,14,19,1,10
O1208637,2,10/19/2021 14:32,CHICAGO,60651,F,49,NOT APPLICABLE,NO INDICATION OF INJURY,NONE,NONE,14,19,1,10
O1208675,2,10/19/2021 15:02,CHICAGO,60653,M,42,NOT APPLICABLE,NONINCAPACITATING INJURY,LITTLE COMPANY MARY HOSPITAL,NONE,15,19,1,10
O1208649,2,10/19/2021 15:30,CHICAGO,60622,M,53,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,15,19,1,10
O1208648,2,10/19/2021 15:30,CHICAGO,60622,M,27,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,15,19,1,10
O1208733,2,10/19/2021 16:18,CHICAGO,60608,M,41,NOT APPLICABLE,"REPORTED, NOT EVIDENT",DECLINED EMS,OTHER,16,19,1,10
O1208734,2,10/19/2021 16:18,CHICAGO,60649,M,61,NOT APPLICABLE,"REPORTED, NOT EVIDENT",DECLINED EMS,NONE,16,19,1,10
O1208720,2,10/19/2021 16:30,CHICAGO,60619,M,19,DID NOT DEPLOY,NONINCAPACITATING INJURY,REFUSED,NONE,16,19,1,10
O1208784,2,10/19/2021 17:00,CHICAGO,60634,F,28,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,17,19,1,10
O1208801,2,10/19/2021 17:12,CHICAGO,60621,M,34,NOT APPLICABLE,NO INDICATION OF INJURY,DNA,UNKNOWN,17,19,1,10
O1208802,2,10/19/2021 17:12,CHICAGO,60617,M,41,NOT APPLICABLE,NO INDICATION OF INJURY,DNA,UNKNOWN,17,19,1,10
O1208795,2,10/19/2021 17:25,CHICAGO,60624,F,28,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,UNKNOWN,17,19,1,10
O1208803,2,10/19/2021 17:49,CHICAGO,60608,M,54,DID NOT DEPLOY,NO INDICATION OF INJURY,DNA,FOLLOWED TOO CLOSELY,17,19,1,10
O1208804,2,10/19/2021 17:49,CHICAGO,60651,M,60,NOT APPLICABLE,NO INDICATION OF INJURY,DNA,NONE,17,19,1,10
O1208863,2,10/19/2021 18:10,CHICAGO,60621,F,58,NOT APPLICABLE,NONINCAPACITATING INJURY,UIC,UNKNOWN,18,19,1,10
O1208864,2,10/19/2021 18:10,CHICAGO,60643,F,56,NOT APPLICABLE,NONINCAPACITATING INJURY,UIC,UNKNOWN,18,19,1,10
O1208894,2,10/19/2021 18:53,CHICAGO,60636,M,30,NOT APPLICABLE,NO INDICATION OF INJURY,ST BERNARDS,NONE,18,19,1,10
O1208867,2,10/19/2021 19:14,CHICAGO,60645,F,41,DID NOT DEPLOY,NO INDICATION OF INJURY,DNA,UNKNOWN,19,19,1,10
O1208868,2,10/19/2021 19:14,CHICAGO,60645,M,21,"DEPLOYED, SIDE",NO INDICATION OF INJURY,REFUSED,NONE,19,19,1,10
O1208883,2,10/19/2021 19:40,CHICAGO,60628,M,48,DID NOT DEPLOY,NO INDICATION OF INJURY,NONE,IMPROPER BACKING,19,19,1,10
O1208913,2,10/19/2021 20:00,CHICAGO,60637,M,19,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,UNIVERSITY OF CHICAGO HOSPITAL,UNKNOWN,20,19,1,10
O1208966,2,10/19/2021 21:50,CHICAGO,60617,M,25,DEPLOYMENT UNKNOWN,NO INDICATION OF INJURY,UNK,UNKNOWN,21,19,1,10
O1208967,2,10/19/2021 21:50,CHICAGO,60623,M,52,DEPLOYMENT UNKNOWN,NO INDICATION OF INJURY,DNA,UNKNOWN,21,19,1,10
O1208965,2,10/19/2021 22:00,CHICAGO,60609,M,31,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,UNIVERSITY OF CHICAGO,UNKNOWN,22,19,1,10
O1208954,2,10/20/2021 0:00,CHICAGO,60649,F,47,DEPLOYMENT UNKNOWN,NONINCAPACITATING INJURY,HOLY CROSS,NONE,0,20,2,10
O1208994,2,10/20/2021 6:00,CHICAGO,60659,M,36,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,UNKNOWN,6,20,2,10
O1208998,2,10/20/2021 6:30,CHICAGO,60651,F,43,DID NOT DEPLOY,NO INDICATION OF INJURY,DNA,IMPROPER PASSING,6,20,2,10
O1208999,2,10/20/2021 6:30,CHICAGO,60651,M,43,DID NOT DEPLOY,NO INDICATION OF INJURY,DNA,NONE,6,20,2,10
O1209039,2,10/20/2021 7:00,CHICAGO,60617,M,22,DEPLOYMENT UNKNOWN,NONINCAPACITATING INJURY,TRINITY,UNKNOWN,7,20,2,10
O1209028,2,10/20/2021 7:30,CHICAGO,60628,F,31,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,7,20,2,10
O1209093,2,10/20/2021 8:05,CHICAGO,60647,M,20,DEPLOYMENT UNKNOWN,INCAPACITATING INJURY,DNA,FAILED TO YIELD,8,20,2,10
O1209094,2,10/20/2021 8:05,CHICAGO,60656,M,65,NOT APPLICABLE,NO INDICATION OF INJURY,DNA,NONE,8,20,2,10
